##Temp./°C,Time/min,Mass/%,Segment,Alpha,F_alpha,G_alpha
243.692,3.5,99.91831,1.0,0.03,0.311582536621042,0.159821909619765
311.46301,5.5,99.88608,1.0,0.04,0.3651245623158616,0.1892169897936184
410.56799,9.5,99.83578,1.0,0.05,0.4330680335965928,0.2280982528097231
430.63699,10.5,99.81823,1.0,0.06,0.4536638380515695,0.2403177264561065
459.74799,12.0,99.77653,1.0,0.07,0.4978442471302264,0.2673679225070094
469.34,12.5,99.75563,1.0,0.08,0.5178847720827636,0.2800717347337511
488.48099,13.5,99.69895,1.0,0.09,0.5665970748714098,0.3123264890694206
498.08301,14.0,99.66202,1.0,0.1,0.5946435266669843,0.3319591026040121
507.68201,14.5,99.61956,1.0,0.12,0.6239080855555882,0.3534692003259125
517.29401,15.0,99.5662,1.0,0.13,0.6568091838358512,0.3791868158735811
526.94897,15.5,99.51794,1.0,0.15,0.6833529206952125,0.4014164595769273
536.62799,16.0,99.46506,1.0,0.17,0.709380612364929,0.4248542477362826
546.34198,16.5,99.41254,1.0,0.18,0.7324199767295109,0.4473407841081329
556.10901,17.0,99.36388,1.0,0.2,0.7515151714555796,0.4675840016481459
565.93103,17.5,99.32101,1.0,0.21,0.7666951753047776,0.4850166937004856
575.80701,18.0,99.28339,1.0,0.22,0.7788355271926487,0.5000446173115336
585.74298,18.5,99.2517,1.0,0.23,0.788253204158364,0.5125299328039759
595.68701,19.0,99.22519,1.0,0.24,0.7955883835860494,0.5228641568721758
605.62,19.5,99.20206,1.0,0.25,0.8015985679641616,0.5318055393475187
625.38599,20.5,99.16204,1.0,0.26,0.8111712606196924,0.5471256728614297
644.96399,21.5,99.12481,1.0,0.27,0.819172878003548,0.5612243497743612
654.73901,22.0,99.10653,1.0,0.28,0.8227940548658822,0.5680982407700148
674.44702,23.0,99.06825,1.0,0.29,0.8297420270359429,0.582399862805207
694.23901,24.0,99.02724,1.0,0.3,0.8362618879623236,0.5975974334499258
704.10901,24.5,99.00572,1.0,0.31,0.8393128551682183,0.6055273211406763
723.78998,25.5,98.96118,1.0,0.32,0.8448427152900276,0.6218549674893531
733.59698,26.0,98.93775,1.0,0.33,0.8473372922245173,0.6304039207379886
743.40002,26.5,98.91369,1.0,0.34,0.8496087412962322,0.6391580782523758
