##Temp./°C;Time/min;Mass/%;Segment
121.436;0.0;100.0;1
129.939;0.5;99.98943;1
138.57401;1.0;99.98148;1
147.23801;1.5;99.97566;1
155.903;2.0;99.97091;1
164.47;2.5;99.96701;1
172.905;3.0;99.96378;1
181.20599;3.5;99.96077;1
189.338;4.0;99.95798;1
197.255;4.5;99.95537;1
204.91701;5.0;99.95281;1
212.336;5.5;99.95031;1
219.494;6.0;99.94803;1
226.356;6.5;99.9456;1
233.004;7.0;99.94286;1
239.407;7.5;99.94036;1
245.564;8.0;99.93758;1
251.50101;8.5;99.93473;1
257.23801;9.0;99.93175;1
262.802;9.5;99.92883;1
268.20999;10.0;99.92593;1
273.47501;10.5;99.92311;1
278.612;11.0;99.92033;1
283.646;11.5;99.91748;1
288.58701;12.0;99.91486;1
293.45499;12.5;99.91211;1
298.26801;13.0;99.9095;1
303.039;13.5;99.90714;1
307.76001;14.0;99.90479;1
312.47101;14.5;99.90281;1
317.17099;15.0;99.90093;1
321.86099;15.5;99.89895;1
326.55399;16.0;99.89714;1
331.229;16.5;99.8953;1
335.927;17.0;99.89355;1
340.65302;17.5;99.89182;1
345.36899;18.0;99.88997;1
350.10999;18.5;99.88804;1
354.85101;19.0;99.8863;1
359.63599;19.5;99.88445;1
364.423;20.0;99.88221;1
369.24799;20.5;99.88017;1
374.10001;21.0;99.87797;1
378.99399;21.5;99.87577;1
383.93201;22.0;99.87315;1
388.88;22.5;99.87045;1
393.86499;23.0;99.86767;1
398.88101;23.5;99.86469;1
403.909;24.0;99.86146;1
408.944;24.5;99.85829;1
413.98999;25.0;99.85462;1
419.03299;25.5;99.85077;1
424.06299;26.0;99.84645;1
429.073;26.5;99.84171;1
434.06799;27.0;99.8365;1
439.05301;27.5;99.83036;1
444.005;28.0;99.82345;1
448.95599;28.5;99.81573;1
453.87299;29.0;99.80679;1
458.79001;29.5;99.79695;1
463.69299;30.0;99.78552;1
468.582;30.5;99.77295;1
473.46799;31.0;99.75868;1
478.34299;31.5;99.7429;1
483.23001;32.0;99.72542;1
488.13101;32.5;99.70632;1
493.01501;33.0;99.68576;1
497.94199;33.5;99.66365;1
502.84799;34.0;99.64031;1
507.77499;34.5;99.61593;1
512.729;35.0;99.59062;1
517.69;35.5;99.56476;1
522.672;36.0;99.53841;1
527.67297;36.5;99.51187;1
532.66901;37.0;99.48636;1
537.68402;37.5;99.4619;1
542.73199;38.0;99.4393;1
547.771;38.5;99.41851;1
552.85101;39.0;99.40014;1
557.92798;39.5;99.38359;1
563.0;40.0;99.36924;1
568.073;40.5;99.35673;1
573.15601;41.0;99.34632;1
578.224;41.5;99.3374;1
583.271;42.0;99.32961;1
588.297;42.5;99.32301;1
593.32098;43.0;99.31746;1
598.32001;43.5;99.31252;1
603.32599;44.0;99.308;1
608.28699;44.5;99.30403;1
613.26703;45.0;99.30049;1
618.22302;45.5;99.2972;1
623.20203;46.0;99.29396;1
628.16998;46.5;99.29115;1
633.138;47.0;99.28848;1
638.117;47.5;99.28582;1
643.08099;48.0;99.28343;1
648.07202;48.5;99.281;1
653.04602;49.0;99.27868;1
658.02399;49.5;99.27629;1
663.02002;50.0;99.27405;1
668.04901;50.5;99.27189;1
673.11298;51.0;99.2695;1
678.16803;51.5;99.2673;1
683.22601;52.0;99.26467;1
688.23901;52.5;99.26244;1
693.263;53.0;99.26012;1
698.258;53.5;99.25777;1
703.23901;54.0;99.25549;1
708.21399;54.5;99.25318;1
713.16901;55.0;99.25087;1
718.13098;55.5;99.24855;1
723.08698;56.0;99.24632;1
728.04498;56.5;99.24396;1
733.01001;57.0;99.24184;1
737.97699;57.5;99.23948;1
742.96198;58.0;99.23729;1
747.94202;58.5;99.23524;1
752.91699;59.0;99.2332;1
757.896;59.5;99.23108;1
762.88098;60.0;99.2291;1
767.86102;60.5;99.22726;1
772.84003;61.0;99.22532;1
777.82898;61.5;99.22355;1
782.815;62.0;99.22088;1
787.79303;62.5;99.2193;1
792.77802;63.0;99.21746;1
797.75702;63.5;99.21602;1
