##Temp./°C;Time/min;Mass/%;Segment
802.75;64.0;99.21429;1
807.74298;64.5;99.21286;1
812.75897;65.0;99.21139;1
817.76599;65.5;99.20989;1
822.77502;66.0;99.20835;1
827.80603;66.5;99.20719;1
832.82202;67.0;99.20564;1
837.84003;67.5;99.20422;1
842.854;68.0;99.2028;1
847.875;68.5;99.2014;1
852.86798;69.0;99.19974;1
857.88098;69.5;99.19828;1
862.87097;70.0;99.19693;1
867.87799;70.5;99.19511;1
872.87598;71.0;99.19346;1
877.86798;71.5;99.19199;1
882.87097;72.0;99.19025;1
887.88202;72.5;99.18813;1
892.888;73.0;99.18574;1
897.89899;73.5;99.1835;1
902.92102;74.0;99.18076;1
907.95099;74.5;99.17826;1
912.96802;75.0;99.17559;1
917.99597;75.5;99.17251;1
923.03101;76.0;99.16938;1
928.04901;76.5;99.16602;1
933.08099;77.0;99.16248;1
938.099;77.5;99.15885;1
943.12402;78.0;99.15514;1
948.146;78.5;99.15125;1
953.14697;79.0;99.14708;1
958.138;79.5;99.14303;1
963.112;80.0;99.13898;1
968.07501;80.5;99.13485;1
973.04498;81.0;99.13068;1
978.03699;81.5;99.12667;1
983.039;82.0;99.12254;1
988.06;82.5;99.11865;1
993.07898;83.0;99.1151;1
998.11798;83.5;99.11185;1
1003.15601;84.0;99.1087;1
1008.18903;84.5;99.10603;1
1013.20898;85.0;99.10353;1
1018.22302;85.5;99.1014;1
1023.24298;86.0;99.09944;1
1028.26501;86.5;99.09785;1
1033.27698;87.0;99.09658;1
1038.29199;87.5;99.09538;1
1043.30603;88.0;99.09442;1
1048.323;88.5;99.09354;1
1053.34094;89.0;99.09283;1
1058.34094;89.5;99.09233;1
1063.36804;90.0;99.09195;1
1068.38098;90.5;99.09164;1
1073.41394;91.0;99.09156;1
1078.41797;91.5;99.09164;1
1083.43298;92.0;99.09168;1
1088.44995;92.5;99.09164;1
1093.45898;93.0;99.09156;1
1098.47205;93.5;99.09152;1
1103.48706;94.0;99.09148;1
1108.49402;94.5;99.09145;1
1113.50903;95.0;99.09129;1
1118.50903;95.5;99.09106;1
1123.52405;96.0;99.09068;1
1128.52295;96.5;99.09014;1
1133.521;97.0;99.09002;1
1138.52795;97.5;99.0896;1
1143.54602;98.0;99.0891;1
1148.56201;98.5;99.08879;1
1153.56799;99.0;99.08828;1
1158.573;99.5;99.08786;1
1163.59399;100.0;99.08724;1
1168.60999;100.5;99.08666;1
1173.62;101.0;99.08585;1
1178.63098;101.5;99.08504;1
1183.64197;102.0;99.08416;1
1188.65601;102.5;99.08338;1
1193.65906;103.0;99.08245;1
1198.65503;103.5;99.08142;1
1203.65796;104.0;99.08065;1
1208.65796;104.5;99.07949;1
1213.67603;105.0;99.07806;1
1218.66895;105.5;99.0769;1
1223.68005;106.0;99.07532;1
1228.68103;106.5;99.07394;1
1233.70398;107.0;99.07204;1
1238.703;107.5;99.07008;1
1243.71399;108.0;99.06818;1
1248.73596;108.5;99.06587;1
1253.74902;109.0;99.06347;1
1258.75806;109.5;99.06035;1
1263.76294;110.0;99.05719;1
1268.76294;110.5;99.05344;1
1273.75903;111.0;99.0485;1
1278.75305;111.5;99.0421;1
1283.74402;112.0;99.03319;1
1288.73096;112.5;99.02096;1
1293.71106;113.0;99.00402;1
1298.71106;113.5;98.98088;1
1303.69995;114.0;98.95;1
1308.69897;114.5;98.90876;1
1313.672;115.0;98.84977;1
1318.66296;115.5;98.78423;1
1323.63;116.0;98.7061;1
1328.60498;116.5;98.6189;1
1329.95353;117.0;98.4947;2
