##Temp./°C;Time/min;Mass/%;Segment
121.362;0.0;100.0;1
129.806;0.5;99.98977;1
138.40199;1.0;99.98181;1
147.03999;1.5;99.97559;1
155.67;2.0;99.97062;1
164.201;2.5;99.96593;1
172.616;3.0;99.96217;1
180.871;3.5;99.95866;1
188.94701;4.0;99.9555;1
196.843;4.5;99.95239;1
204.48801;5.0;99.94952;1
211.87;5.5;99.94677;1
219.005;6.0;99.94386;1
225.884;6.5;99.94095;1
232.524;7.0;99.93804;1
238.905;7.5;99.93525;1
245.05701;8.0;99.93227;1
250.996;8.5;99.92911;1
256.74701;9.0;99.92608;1
262.315;9.5;99.92277;1
267.71301;10.0;99.91961;1
272.99701;10.5;99.91662;1
278.138;11.0;99.91379;1
283.19501;11.5;99.9108;1
288.15302;12.0;99.90806;1
293.04599;12.5;99.90514;1
297.88501;13.0;99.90252;1
302.698;13.5;99.89997;1
307.461;14.0;99.89759;1
312.22198;14.5;99.8956;1
316.96899;15.0;99.89346;1
321.707;15.5;99.89148;1
326.427;16.0;99.88974;1
331.168;16.5;99.88777;1
335.89499;17.0;99.88574;1
340.63;17.5;99.88397;1
345.37399;18.0;99.88215;1
350.13199;18.5;99.88008;1
354.884;19.0;99.87815;1
359.651;19.5;99.87628;1
364.43301;20.0;99.87386;1
369.24799;20.5;99.87172;1
374.07401;21.0;99.86917;1
378.884;21.5;99.86667;1
383.71201;22.0;99.86408;1
388.56;22.5;99.86084;1
393.42899;23.0;99.85786;1
398.31;23.5;99.85478;1
403.203;24.0;99.85148;1
408.12799;24.5;99.84792;1
413.07501;25.0;99.84399;1
418.03699;25.5;99.83971;1
423.03699;26.0;99.83518;1
428.065;26.5;99.82993;1
433.10501;27.0;99.82383;1
438.19;27.5;99.81724;1
443.27301;28.0;99.80964;1
448.349;28.5;99.80108;1
453.43201;29.0;99.79122;1
458.49701;29.5;99.78009;1
463.535;30.0;99.76733;1
468.577;30.5;99.75342;1
473.577;31.0;99.73746;1
478.56299;31.5;99.71971;1
483.53101;32.0;99.70044;1
488.47198;32.5;99.6793;1
493.423;33.0;99.65651;1
498.34201;33.5;99.63213;1
503.26599;34.0;99.60639;1
508.20901;34.5;99.57944;1
513.14899;35.0;99.55187;1
518.10101;35.5;99.52357;1
523.08002;36.0;99.49484;1
528.05902;36.5;99.46687;1
533.07202;37.0;99.4398;1
538.09302;37.5;99.41417;1
543.14697;38.0;99.39029;1
548.18298;38.5;99.36834;1
553.26501;39.0;99.34882;1
558.33197;39.5;99.33128;1
563.40503;40.0;99.31568;1
568.46698;40.5;99.30153;1
573.50702;41.0;99.28892;1
578.56403;41.5;99.27789;1
583.58398;42.0;99.26759;1
588.60199;42.5;99.25809;1
593.586;43.0;99.24948;1
598.58502;43.5;99.24111;1
603.539;44.0;99.23343;1
608.534;44.5;99.22579;1
613.49701;45.0;99.2186;1
618.46301;45.5;99.21133;1
623.41302;46.0;99.20385;1
628.37097;46.5;99.1969;1
633.33099;47.0;99.19006;1
638.29102;47.5;99.18312;1
643.25299;48.0;99.17629;1
648.20898;48.5;99.16913;1
653.17603;49.0;99.16206;1
658.13702;49.5;99.15498;1
663.12799;50.0;99.14779;1
668.15399;50.5;99.14055;1
673.20898;51.0;99.13316;1
678.245;51.5;99.12577;1
683.27197;52.0;99.11809;1
688.28497;52.5;99.11057;1
693.30701;53.0;99.10301;1
698.29602;53.5;99.09529;1
703.271;54.0;99.0879;1
708.24799;54.5;99.08046;1
713.21899;55.0;99.07302;1
718.18402;55.5;99.06575;1
723.13599;56.0;99.05867;1
728.08899;56.5;99.05112;1
733.04199;57.0;99.04408;1
738.00098;57.5;99.03701;1
742.95801;58.0;99.02994;1
747.927;58.5;99.02343;1
752.901;59.0;99.01685;1
757.87701;59.5;99.01026;1
762.86102;60.0;99.00383;1
767.83398;60.5;98.99797;1
772.82397;61.0;98.99159;1
777.78699;61.5;98.98573;1
782.776;62.0;98.97987;1
787.755;62.5;98.97408;1
792.742;63.0;98.9685;1
797.73602;63.5;98.96325;1
802.71698;64.0;98.95808;1
807.70599;64.5;98.9529;1
812.70898;65.0;98.94797;1
817.70398;65.5;98.94328;1
822.72998;66.0;98.9386;1
827.74597;66.5;98.93408;1
832.76202;67.0;98.92959;1
837.797;67.5;98.92539;1
842.80603;68.0;98.92126;1
847.81299;68.5;98.9171;1
852.82397;69.0;98.91313;1
857.82397;69.5;98.90946;1
862.82001;70.0;98.90574;1
867.81799;70.5;98.90214;1
872.80701;71.0;98.89842;1
877.79199;71.5;98.89524;1
882.78802;72.0;98.89204;1
887.776;72.5;98.88832;1
892.77899;73.0;98.88481;1
897.79401;73.5;98.88117;1
902.82098;74.0;98.87765;1
907.85602;74.5;98.87422;1
912.89301;75.0;98.87082;1
917.914;75.5;98.86714;1
922.95099;76.0;98.86351;1
927.97101;76.5;98.85979;1
932.99103;77.0;98.85611;1
938.02197;77.5;98.85267;1
