##Temp./°C;Time/min;Mass/%;Segment
121.517;0.0;100.0;1
129.97099;0.5;99.98739;1
138.567;1.0;99.97755;1
147.231;1.5;99.96982;1
155.86501;2.0;99.96405;1
164.40601;2.5;99.95885;1
172.826;3.0;99.95458;1
181.08501;3.5;99.95061;1
189.196;4.0;99.94699;1
197.08;4.5;99.94373;1
204.729;5.0;99.94055;1
212.127;5.5;99.93771;1
219.261;6.0;99.93472;1
226.12601;6.5;99.93187;1
232.763;7.0;99.92888;1
239.147;7.5;99.92607;1
245.30299;8.0;99.92309;1
251.263;8.5;99.92005;1
257.00699;9.0;99.91702;1
262.58899;9.5;99.91381;1
268.00699;10.0;99.91066;1
273.27899;10.5;99.90774;1
278.43301;11.0;99.90472;1
283.47699;11.5;99.90187;1
288.43399;12.0;99.89917;1
293.32401;12.5;99.89645;1
298.14801;13.0;99.89382;1
302.93701;13.5;99.8914;1
307.715;14.0;99.88888;1
312.444;14.5;99.88698;1
317.17401;15.0;99.88488;1
321.871;15.5;99.88301;1
326.59399;16.0;99.88107;1
331.311;16.5;99.87912;1
336.04501;17.0;99.87722;1
340.77499;17.5;99.87534;1
345.526;18.0;99.87332;1
350.28201;18.5;99.87111;1
355.048;19.0;99.86917;1
359.836;19.5;99.86697;1
364.65302;20.0;99.86434;1
369.46799;20.5;99.86161;1
374.32101;21.0;99.85892;1
379.18399;21.5;99.85592;1
384.06699;22.0;99.85271;1
389.01001;22.5;99.84938;1
393.94601;23.0;99.84594;1
398.952;23.5;99.84208;1
403.95599;24.0;99.83811;1
408.98499;24.5;99.83393;1
414.02499;25.0;99.82933;1
419.06699;25.5;99.82386;1
424.09299;26.0;99.81803;1
429.12799;26.5;99.81208;1
434.13199;27.0;99.80519;1
439.12701;27.5;99.79753;1
444.11401;28.0;99.789;1
449.06699;28.5;99.77938;1
454.01099;29.0;99.76842;1
458.94299;29.5;99.75607;1
463.86801;30.0;99.74212;1
468.78;30.5;99.72671;1
473.686;31.0;99.70931;1
478.591;31.5;99.68985;1
483.49899;32.0;99.66878;1
488.40701;32.5;99.6457;1
493.328;33.0;99.62071;1
498.246;33.5;99.59392;1
503.186;34.0;99.56523;1
508.138;34.5;99.53504;1
513.10101;35.0;99.50361;1
518.09198;35.5;99.47117;1
523.08301;36.0;99.43844;1
528.09198;36.5;99.40604;1
533.12201;37.0;99.37468;1
538.16498;37.5;99.34487;1
543.216;38.0;99.31684;1
548.27802;38.5;99.29081;1
553.34399;39.0;99.26743;1
558.40503;39.5;99.24565;1
563.47998;40.0;99.22582;1
568.52197;40.5;99.20719;1
573.55798;41.0;99.19009;1
578.57898;41.5;99.17416;1
583.59198;42.0;99.15903;1
588.56897;42.5;99.14459;1
593.56299;43.0;99.13067;1
598.54199;43.5;99.11698;1
603.51703;44.0;99.10345;1
608.47498;44.5;99.09013;1
613.42902;45.0;99.07681;1
618.39099;45.5;99.06345;1
623.35901;46.0;99.05002;1
628.31598;46.5;99.03677;1
633.271;47.0;99.02361;1
638.23602;47.5;99.01006;1
643.16998;48.0;98.99674;1
648.13501;48.5;98.98316;1
653.099;49.0;98.96973;1
658.07501;49.5;98.95611;1
663.09003;50.0;98.94242;1
668.13501;50.5;98.92846;1
673.177;51.0;98.91451;1
678.21301;51.5;98.90048;1
683.23999;52.0;98.88645;1
688.26001;52.5;98.8723;1
693.23199;53.0;98.85801;1
698.211;53.5;98.84391;1
703.16803;54.0;98.82973;1
708.15698;54.5;98.8157;1
713.10797;55.0;98.80174;1
718.05798;55.5;98.78779;1
723.03003;56.0;98.77391;1
727.98297;56.5;98.76006;1
732.93903;57.0;98.74618;1
737.89697;57.5;98.73245;1
742.85303;58.0;98.71887;1
747.81201;58.5;98.70515;1
752.77502;59.0;98.69164;1
757.72998;59.5;98.67825;1
762.70001;60.0;98.66511;1
767.66998;60.5;98.65205;1
772.64801;61.0;98.63892;1
777.617;61.5;98.62617;1
782.60498;62.0;98.61337;1
787.59399;62.5;98.60102;1
792.604;63.0;98.58835;1
797.59399;63.5;98.57663;1
802.61798;64.0;98.56485;1
807.61603;64.5;98.55343;1
812.63202;65.0;98.54218;1
817.651;65.5;98.53143;1
822.69702;66.0;98.52096;1
827.69202;66.5;98.51079;1
832.69897;67.0;98.50069;1
837.71399;67.5;98.49096;1
842.71997;68.0;98.48161;1
847.72198;68.5;98.47195;1
852.73999;69.0;98.46297;1
857.742;69.5;98.45384;1
862.758;70.0;98.44501;1
867.75598;70.5;98.43592;1
872.75702;71.0;98.4272;1
877.74402;71.5;98.41863;1
882.73798;72.0;98.41008;1
887.73499;72.5;98.40098;1
892.74597;73.0;98.39193;1
897.776;73.5;98.38269;1
902.79602;74.0;98.37348;1
907.84003;74.5;98.36424;1
912.86401;75.0;98.35496;1
917.90399;75.5;98.3455;1
922.93103;76.0;98.33592;1
