##Temp./°C;Time/min;Mass/%;Segment
120.403;0.0;100.0;1
131.328;0.25;99.982;1
142.96001;0.5;99.96706;1
155.276;0.75;99.95583;1
168.10899;1.0;99.94721;1
181.452;1.25;99.93998;1
195.27901;1.5;99.93321;1
209.455;1.75;99.92652;1
223.879;2.0;99.91986;1
238.49699;2.25;99.91325;1
253.242;2.5;99.90633;1
268.065;2.75;99.89922;1
282.841;3.0;99.89169;1
297.49899;3.25;99.88394;1
311.983;3.5;99.87615;1
326.21201;3.75;99.86901;1
340.12799;4.0;99.8625;1
353.70099;4.25;99.85634;1
366.84;4.5;99.85036;1
379.53;4.75;99.84401;1
391.741;5.0;99.83716;1
403.453;5.25;99.8296;1
414.673;5.5;99.82132;1
425.41901;5.75;99.81208;1
435.65601;6.0;99.8018;1
445.43301;6.25;99.79012;1
454.75601;6.5;99.77643;1
463.689;6.75;99.76066;1
472.22501;7.0;99.74224;1
480.431;7.25;99.7208;1
488.327;7.5;99.69069;1
495.98599;7.75;99.66282;1
503.41199;8.0;99.6325;1
510.66299;8.25;99.59914;1
517.78998;8.5;99.56469;1
524.80499;8.75;99.52826;1
531.763;9.0;99.49064;1
538.69202;9.25;99.45259;1
545.61401;9.5;99.41455;1
552.57501;9.75;99.37704;1
559.60498;10.0;99.34179;1
566.69;10.25;99.30919;1
573.87402;10.5;99.27893;1
581.15802;10.75;99.25193;1
588.51001;11.0;99.22766;1
595.96899;11.25;99.20822;1
603.50403;11.5;99.18987;1
611.10199;11.75;99.17154;1
618.737;12.0;99.15388;1
626.42499;12.25;99.13723;1
634.09698;12.5;99.12112;1
641.78601;12.75;99.10547;1
649.479;13.0;99.08977;1
657.19299;13.25;99.07438;1
664.92798;13.5;99.05846;1
672.67102;13.75;99.04178;1
680.388;14.0;99.02462;1
688.07599;14.25;99.0068;1
695.70801;14.5;98.98842;1
703.28601;14.75;98.97008;1
710.78802;15.0;98.95129;1
718.22601;15.25;98.93192;1
725.59998;15.5;98.91233;1
732.91602;15.75;98.89274;1
740.18799;16.0;98.87232;1
747.422;16.25;98.85224;1
754.60303;16.5;98.83223;1
761.76001;16.75;98.81204;1
768.89099;17.0;98.79177;1
776.04199;17.25;98.77188;1
783.20099;17.5;98.75192;1
790.35901;17.75;98.7318;1
797.53699;18.0;98.71187;1
804.72101;18.25;98.69198;1
811.95801;18.5;98.6722;1
819.24103;18.75;98.65272;1
826.53497;19.0;98.63332;1
833.85498;19.25;98.61388;1
841.22302;19.5;98.59486;1
848.63202;19.75;98.57603;1
856.03998;20.0;98.55701;1
863.46997;20.25;98.53806;1
870.91498;20.5;98.51952;1
878.349;20.75;98.50035;1
885.776;21.0;98.48122;1
893.203;21.25;98.46182;1
900.62903;21.5;98.44212;1
908.039;21.75;98.42132;1
915.48901;22.0;98.39999;1
922.92401;22.25;98.37752;1
930.37097;22.5;98.35248;1
937.80402;22.75;98.32881;1
945.25299;23.0;98.30208;1
952.672;23.25;98.27466;1
960.09802;23.5;98.24535;1
967.51703;23.75;98.21551;1
974.93402;24.0;98.18367;1
982.34302;24.25;98.15066;1
989.77802;24.5;98.11594;1
997.21503;24.75;98.07903;1
1004.66101;25.0;98.04057;1
1012.12903;25.25;97.9998;1
1019.59399;25.5;97.9562;1
1027.09204;25.75;97.9107;1
1034.59204;26.0;97.86222;1
1042.10999;26.25;97.81166;1
1049.62;26.5;97.75861;1
1057.14197;26.75;97.70506;1
1064.672;27.0;97.65113;1
1072.20703;27.25;97.5961;1
1079.73596;27.5;97.53605;1
1087.29004;27.75;97.48193;1
1094.828;28.0;97.42615;1
1102.35901;28.25;97.36953;1
1109.91101;28.5;97.31104;1
1117.43506;28.75;97.24874;1
1124.96301;29.0;97.18397;1
1132.47595;29.25;97.11571;1
1139.99194;29.5;97.04268;1
1147.49194;29.75;96.96739;1
1155.00696;30.0;96.88974;1
1162.51904;30.25;96.81022;1
1170.03796;30.5;96.73356;1
1177.55298;30.75;96.66217;1
1185.10498;31.0;96.59893;1
1192.68298;31.25;96.54656;1
1200.28601;31.5;96.50723;1
1207.85205;31.75;96.47939;1
1215.41699;32.0;96.46109;1
1222.948;32.25;96.44895;1
1230.43298;32.5;96.43752;1
1237.875;32.75;96.42581;1
1245.28198;33.0;96.41461;1
1252.69299;33.25;96.40546;1
1260.13196;33.5;96.39933;1
1267.59399;33.75;96.39521;1
1275.07898;34.0;96.3909;1
1282.56604;34.25;96.38474;1
1290.03406;34.5;96.37445;1
1297.48401;34.75;96.35808;1
1304.91602;35.0;96.33277;1
1312.31799;35.25;96.2951;1
1319.70105;35.5;96.24798;1
1327.07495;35.75;96.18166;2
1333.44933;36.0;96.12221;2
1336.43815;36.25;96.02562;2
