##Temp./°C,Time/min,Mass/%,Segment,Alpha,F_alpha,G_alpha
268.065,2.75,99.89922,1.0,0.03,1.9744797651653,0.0127601174173501
379.53,4.75,99.84401,1.0,0.04,1.960358243653532,0.019820878173234
435.65601,6.0,99.8018,1.0,0.05,1.9494928431835088,0.0252535784082457
454.75601,6.5,99.77643,1.0,0.06,1.942933041379719,0.0285334793101404
480.431,7.25,99.7208,1.0,0.07,1.928470947734765,0.0357645261326174
488.327,7.5,99.69069,1.0,0.08,1.9205978492414717,0.0397010753792642
503.41199,8.0,99.6325,1.0,0.09,1.9052902637090332,0.0473548681454832
510.66299,8.25,99.59914,1.0,0.1,1.8964587896394784,0.0517706051802608
517.78998,8.5,99.56469,1.0,0.11,1.8872953839192133,0.0563523080403933
524.80499,8.75,99.52826,1.0,0.12,1.877556664357572,0.0612216678212139
531.763,9.0,99.49064,1.0,0.13,1.867446523598734,0.0662767382006329
538.69202,9.25,99.45259,1.0,0.14,1.857164838463302,0.071417580768349
545.61401,9.5,99.41455,1.0,0.15,1.846828638615596,0.076585680692202
552.57501,9.75,99.37704,1.0,0.16,1.8365794891944984,0.0817102554027506
559.60498,10.0,99.34179,1.0,0.17,1.826895450884121,0.0865522745579394
573.87402,10.5,99.27893,1.0,0.18,1.80949765812708,0.0952511709364599
581.15802,10.75,99.25193,1.0,0.19,1.801973286421996,0.0990133567890021
595.96899,11.25,99.20822,1.0,0.2,1.7897251067438047,0.1051374466280976
611.10199,11.75,99.17154,1.0,0.21,1.779381776867392,0.1103091115663039
626.42499,12.25,99.13723,1.0,0.22,1.7696520380261471,0.1151739809869263
641.78601,12.75,99.10547,1.0,0.23,1.7605975126553028,0.1197012436723485
664.92798,13.5,99.05846,1.0,0.24,1.7471092013800118,0.1264453993099941
680.388,14.0,99.02462,1.0,0.25,1.7373348609708548,0.1313325695145726
703.28601,14.75,98.97008,1.0,0.26,1.7214647363716291,0.1392676318141854
718.22601,15.25,98.93192,1.0,0.27,1.7102733255835871,0.1448633372082064
732.91602,15.75,98.89274,1.0,0.28,1.6987060612772842,0.1506469693613579
747.422,16.25,98.85224,1.0,0.29,1.6866657072273774,0.1566671463863113
761.76001,16.75,98.81204,1.0,0.3,1.6746289341642306,0.1626855329178846
776.04199,17.25,98.77188,1.0,0.31,1.6625171229779143,0.1687414385110427
790.35901,17.75,98.7318,1.0,0.32,1.6503408184228454,0.1748295907885773
804.72101,18.25,98.69198,1.0,0.33,1.6381538773098818,0.1809230613450591
819.24103,18.75,98.65272,1.0,0.34,1.626048905924962,0.186975547037519
833.85498,19.25,98.61388,1.0,0.35,1.6139840986252882,0.1930079506873558
848.63202,19.75,98.57603,1.0,0.36,1.6021394067297676,0.1989302966351162
863.46997,20.25,98.53806,1.0,0.37,1.590168517177633,0.2049157414111835
878.349,20.75,98.50035,1.0,0.38,1.5781897298754717,0.2109051350622642
893.203,21.25,98.46182,1.0,0.39,1.5658558196683925,0.2170720901658037
908.039,21.75,98.42132,1.0,0.4,1.552785681704342,0.223607159147829
922.92401,22.25,98.37752,1.0,0.41,1.5385256013049329,0.2307371993475336
937.80402,22.75,98.32881,1.0,0.42,1.522510107407815,0.2387449462960925
945.25299,23.0,98.30208,1.0,0.43,1.513649469946046,0.2431752650269769
960.09802,23.5,98.24535,1.0,0.44,1.494670204400491,0.2526648977997545
967.51703,23.75,98.21551,1.0,0.45,1.4845897287380183,0.2577051356309908
974.93402,24.0,98.18367,1.0,0.46,1.4737575827962022,0.2631212086018989
982.34302,24.25,98.15066,1.0,0.47,1.462442689771689,0.2687786551141556
997.21503,24.75,98.07903,1.0,0.48,1.4375836925977543,0.2812081537011228
1004.66101,25.0,98.04057,1.0,0.49,1.424057214078192,0.287971392960904
1012.12903,25.25,97.9998,1.0,0.5,1.4095765796106632,0.2952117101946684
1019.59399,25.5,97.9562,1.0,0.51,1.3939243435743818,0.3030378282128091
1027.09204,25.75,97.9107,1.0,0.53,1.3774003664452634,0.3112998167773683
1034.59204,26.0,97.86222,1.0,0.54,1.359573187959418,0.320213406020291
1042.10999,26.25,97.81166,1.0,0.55,1.34072865601982,0.32963567199009
1049.62,26.5,97.75861,1.0,0.56,1.3206670108202792,0.3396664945898604
1057.14197,26.75,97.70506,1.0,0.58,1.3001023631702964,0.3499488184148518
1064.672,27.0,97.65113,1.0,0.59,1.279057663431707,0.3604711682841465
1072.20703,27.25,97.5961,1.0,0.6,1.257220651726841,0.3713896741365795
1079.73596,27.5,97.53605,1.0,0.62,1.232950391339965,0.3835248043300174
1087.29004,27.75,97.48193,1.0,0.63,1.2106600655728932,0.3946699672135534
1094.828,28.0,97.42615,1.0,0.65,1.1872481713616905,0.4063759143191549
1102.35901,28.25,97.36953,1.0,0.66,1.16300181923678,0.4184990903816099
1109.91101,28.5,97.31104,1.0,0.68,1.1374120573191615,0.4312939713404191
1117.43506,28.75,97.24874,1.0,0.69,1.109506459811226,0.445246770094387
1124.96301,29.0,97.18397,1.0,0.71,1.0797300858354106,0.4601349570822947
